,Actions0,Actions1,Actions2,Actions3,Actions4,Actions5
841,0,2,2,2,2,0
842,0,2,2,2,2,0
843,0,2,2,2,2,0
844,0,2,2,2,2,0
845,0,2,2,2,2,0
846,0,2,2,2,2,0
847,0,2,2,2,2,0
848,0,2,2,2,2,0
849,0,2,2,2,2,0
850,0,2,2,2,2,0
851,0,2,2,2,2,0
852,0,2,2,2,2,0
853,0,2,2,2,2,0
854,0,2,2,2,2,0
855,0,2,2,2,2,0
856,0,2,2,2,2,0
857,0,2,2,2,2,0
858,0,2,2,2,2,0
859,0,2,2,2,2,0
860,0,2,2,2,2,0
861,0,2,2,2,2,0
862,0,2,2,2,2,0
863,0,2,2,2,2,0
864,0,2,2,2,2,0
865,0,2,2,2,2,0
866,0,2,2,2,2,0
867,0,2,2,2,2,0
868,0,2,2,2,2,0
869,0,2,2,2,2,0
870,0,2,2,2,2,0
871,0,2,2,2,2,0
872,0,2,2,2,2,0
873,0,2,2,2,2,0
874,0,2,2,2,2,0
875,0,2,2,2,2,0
876,0,2,2,2,2,0
877,0,2,2,2,2,0
878,0,2,2,2,2,0
879,0,2,2,2,2,0
880,0,2,2,2,2,0
881,0,2,2,2,2,0
882,0,2,2,2,2,0
883,0,2,2,2,2,0
884,0,2,2,2,2,0
885,0,2,2,2,2,0
886,0,2,2,2,2,0
887,0,2,2,2,2,0
888,0,2,2,2,2,0
889,0,2,2,2,2,0
890,0,2,2,2,2,0
891,0,2,2,2,2,0
892,0,2,2,2,2,0
893,0,2,2,2,2,0
894,0,2,2,2,2,0
895,0,2,2,2,2,0
896,0,2,2,2,2,0
897,0,2,2,2,2,0
898,0,2,2,2,2,0
899,0,2,2,2,2,0
900,0,2,2,2,2,0
901,0,2,2,2,2,0
902,0,2,2,2,2,0
903,0,2,2,2,2,0
904,0,2,2,2,2,0
905,0,2,2,2,2,0
906,0,2,2,2,2,0
907,0,2,2,2,2,0
908,0,2,2,2,2,0
909,0,2,2,2,2,0
910,0,2,2,2,2,0
911,0,2,2,2,2,0
912,0,2,2,2,2,0
913,0,2,2,2,2,0
914,0,2,2,2,2,0
915,0,2,2,2,2,0
916,0,2,2,2,2,0
917,2,2,0,0,0,2
918,0,2,2,2,2,0
919,0,2,2,2,2,0
920,0,2,2,2,2,0
921,0,2,2,2,2,0
922,0,2,2,2,2,0
923,0,2,2,2,2,0
924,0,2,2,2,2,0
925,0,2,2,2,2,0
926,0,2,2,2,2,0
927,0,2,2,2,2,0
928,0,2,2,2,2,0
929,0,2,2,2,2,0
930,0,2,2,2,2,0
931,0,2,2,2,2,0
932,0,2,2,2,2,0
933,0,2,2,2,2,0
934,0,2,2,2,2,0
935,0,2,2,2,2,0
936,0,2,2,2,2,0
937,0,2,2,2,2,0
938,0,2,2,2,2,0
939,0,2,2,2,2,0
940,0,2,2,2,2,0
941,0,2,2,2,2,0
942,0,2,2,2,2,0
943,0,2,2,2,2,0
944,0,2,2,2,2,0
945,0,2,2,2,2,0
946,0,2,2,2,2,0
947,0,2,2,2,2,0
948,0,2,2,2,2,0
949,0,2,2,2,2,0
950,0,2,2,2,2,0
951,0,2,2,2,2,0
952,0,2,2,2,2,0
953,0,2,2,2,2,0
954,0,2,2,2,2,0
955,0,2,2,2,2,0
956,0,2,2,2,2,0
957,0,2,2,2,2,0
958,0,2,2,2,2,0
959,0,2,2,2,2,0
960,0,2,2,2,2,0
961,0,2,2,2,2,0
962,0,2,2,2,2,0
963,0,2,2,2,2,0
964,0,2,2,2,2,0
965,0,2,2,2,2,0
966,0,2,2,2,2,0
967,0,2,2,2,2,0
968,0,2,2,2,2,0
969,0,2,2,2,2,0
970,0,2,2,2,2,0
971,0,2,2,2,2,0
972,0,2,2,2,2,0
973,0,2,2,2,2,0
974,0,2,2,2,2,0
975,0,2,2,2,2,0
976,0,2,2,2,2,0
977,0,2,2,2,2,0
978,0,2,2,2,2,0
979,0,2,2,2,2,0
980,0,2,2,2,2,0
981,0,2,2,2,2,0
982,0,2,2,2,2,0
983,0,2,2,2,2,0
984,0,2,2,2,2,0
985,0,2,2,2,2,0
986,0,2,2,2,2,0
987,0,2,2,2,2,0
